body_type,sex,diet,how_often_shower,heating_energy_source,transport,vehicle_type,social_activity,monthly_grocery_bill,air_travel_frequency,vehicle_monthly_distance_km,waste_bag_size,waste_bag_weekly_count,tv_pc_daily_hours,new_clothes_monthly,internet_daily_hours,energy_efficiency,recycling,cooking_with,carbon_emission,transport_co2,food_co2,energy_co2,waste_co2,other_co2
normal,male,pescatarian,more frequently,electricity,public,,never,253,very frequently,326,small,5,4,45,18,Yes,"['Glass', 'Metal']","['Grill', 'Airfryer']",2604,824.74,238.099786,-63.90298999999999,7.425999999999988,1597.637204
obese,male,pescatarian,more frequently,natural gas,public,,often,128,very frequently,1706,extra large,2,23,24,8,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",3308,1044.16,123.879536,191.270054,157.527,1791.1634099999999
normal,female,pescatarian,twice a day,wood,public,,sometimes,125,never,241,extra large,1,15,32,8,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1103,-493.04799999999994,121.13825,231.032606,51.24399999999997,1192.633144
overweight,male,vegan,twice a day,electricity,walk/bicycle,,sometimes,68,very frequently,94,small,2,19,47,11,Sometimes,"['Paper', 'Metal']",['Microwave'],2438,782.5250000000001,-3.2961840000000038,-77.61003899999999,-299.692,2036.0732229999999
normal,female,vegetarian,daily,natural gas,private,hybrid,never,57,frequently,2380,large,3,16,21,23,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",1968,496.65662,14.333433999999997,196.705567,172.36599999999999,1087.9383790000002
overweight,female,vegetarian,daily,electricity,private,petrol,sometimes,147,very frequently,4095,small,2,6,24,19,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3497,2282.431095,96.572014,0.2159990000000036,-442.332,1560.112892
overweight,male,vegan,daily,wood,private,hybrid,sometimes,295,very frequently,5981,extra large,7,1,15,19,Yes,[],[],4529,1742.0041689999998,204.12778999999995,103.84546899999998,766.7,1712.322572
overweight,female,pescatarian,less frequently,natural gas,private,electric,sometimes,122,never,2130,extra large,3,0,7,6,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",993,-530.41847,118.396964,60.45326200000001,293.817,1050.751244
underweight,female,omnivore,more frequently,wood,walk/bicycle,,never,251,rarely,92,extra large,4,21,50,7,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave']",1906,-335.64,325.619262,212.753065,382.223,1321.0446729999999
obese,female,pescatarian,daily,electricity,walk/bicycle,,never,260,rarely,68,large,4,24,29,21,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1295,-339.45599999999996,244.49612,-2.3787389999999533,-24.13800000000002,1416.476619
overweight,female,pescatarian,twice a day,coal,private,lpg,never,212,never,6042,large,3,9,4,17,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2604,1127.2385019999997,200.635544,400.0801630000001,-23.587000000000046,899.6327910000002
normal,male,omnivore,more frequently,coal,private,electric,often,209,very frequently,3550,large,5,7,32,12,No,['Metal'],"['Stove', 'Microwave']",3389,774.96355,287.241258,402.509666,343.56399999999996,1580.7215260000003
obese,female,omnivore,twice a day,electricity,walk/bicycle,,often,84,rarely,76,small,3,11,20,3,Sometimes,['Metal'],['Microwave'],1116,-338.18399999999997,173.021008,-154.031503,-74.63,1509.8244949999998
underweight,female,vegetarian,daily,coal,private,petrol,never,96,rarely,3631,medium,4,3,21,22,Sometimes,['Glass'],"['Stove', 'Oven']",2474,993.460431,49.97015199999999,428.616212,177.42999999999995,824.523205
normal,male,vegetarian,more frequently,natural gas,walk/bicycle,,sometimes,113,rarely,77,large,4,9,28,15,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']",1586,-338.025,65.50410600000001,221.269409,195.676,1441.575485
normal,male,omnivore,daily,natural gas,public,,sometimes,207,rarely,1064,extra large,4,15,39,2,Sometimes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven']",1954,-175.76499999999996,285.413734,110.52434399999999,156.60999999999996,1577.216922
overweight,male,vegetarian,more frequently,electricity,private,diesel,never,179,rarely,4619,large,6,11,43,1,No,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3509,788.3824040000002,125.812398,-21.054256999999964,479.669,2136.190455
normal,male,omnivore,daily,electricity,private,diesel,sometimes,240,frequently,3228,large,1,23,3,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2343,903.267648,315.56788,70.66308600000005,-129.50400000000002,1183.0053859999998
obese,male,omnivore,less frequently,wood,public,,sometimes,76,frequently,1424,extra large,2,11,33,6,No,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",2389,337.873,165.710912,152.094628,133.85099999999994,1599.47046
overweight,male,vegetarian,daily,coal,public,,sometimes,268,rarely,630,medium,2,2,4,0,Yes,['Plastic'],"['Stove', 'Oven']",1510,-244.77099999999996,207.137216,237.373612,35.891999999999996,1274.368172
obese,male,pescatarian,more frequently,coal,private,lpg,often,144,frequently,6547,large,4,11,47,17,Yes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",5572,1908.7511569999997,138.499728,413.65277499999996,255.158,2855.9383400000006
overweight,female,pescatarian,daily,coal,private,electric,sometimes,149,frequently,5334,small,2,5,42,14,Sometimes,['Plastic'],['Microwave'],2127,114.90785400000003,143.068538,317.07480799999996,-80.06299999999999,1632.0118
underweight,female,pescatarian,daily,coal,private,electric,sometimes,85,frequently,6917,large,7,16,26,14,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2077,116.14417700000003,84.58777,481.569174,425.61999999999995,969.0788790000001
obese,male,vegetarian,twice a day,natural gas,public,,sometimes,280,very frequently,651,small,1,24,45,2,Yes,"['Paper', 'Metal']","['Stove', 'Oven']",3170,876.4150000000001,218.10235999999998,124.89509799999999,-382.299,2332.886542
overweight,male,vegan,twice a day,electricity,walk/bicycle,,often,147,never,20,medium,4,13,17,16,No,"['Paper', 'Glass']","['Oven', 'Microwave']",1096,-533.514,68.891014,22.549010000000045,34.97499999999995,1503.098976
normal,female,vegan,less frequently,coal,public,,often,202,frequently,1393,medium,3,17,5,14,No,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1650,332.94399999999996,119.147924,449.03648000000004,-101.13000000000002,850.001596
overweight,female,vegetarian,daily,electricity,public,,never,223,very frequently,1062,extra large,1,12,34,24,Sometimes,"['Paper', 'Plastic', 'Glass']",['Microwave'],2132,941.7640000000001,166.017926,-26.585279999999997,-14.03700000000002,1064.840354
underweight,male,pescatarian,less frequently,wood,private,hybrid,never,70,frequently,8370,extra large,5,22,14,21,Yes,"['Plastic', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",3388,1467.9291299999998,70.88134,228.58364899999998,405.348,1215.2578810000005
underweight,female,vegan,twice a day,wood,private,hybrid,often,201,rarely,7898,extra large,6,21,24,16,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2829,934.9968019999999,118.23416199999998,274.86145799999997,458.4799999999999,1042.4275780000003
obese,male,omnivore,less frequently,wood,public,,never,292,never,1010,medium,3,0,36,14,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1989,-370.77699999999993,363.08350399999995,192.53627799999998,-47.63200000000002,1851.789218
underweight,female,vegetarian,more frequently,wood,walk/bicycle,,often,60,frequently,66,small,3,6,41,21,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1617,116.624,17.07472,344.291753,-276.567,1415.576527
overweight,female,vegan,daily,wood,walk/bicycle,,often,74,very frequently,65,large,2,0,29,14,Sometimes,['Metal'],"['Oven', 'Microwave']",2470,777.9140000000001,2.186387999999994,151.97027799999998,95.743,1442.186334
normal,male,omnivore,more frequently,natural gas,public,,sometimes,59,frequently,881,small,6,11,48,11,Yes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",2225,251.536,150.176958,174.32151299999998,90.03299999999996,1558.9325290000002
obese,male,omnivore,twice a day,electricity,private,petrol,often,277,very frequently,6135,small,1,13,2,16,Sometimes,['Glass'],"['Stove', 'Microwave']",5370,3034.785135,349.377074,-30.93598999999996,-186.346,2203.119781
overweight,female,vegetarian,less frequently,wood,public,,often,114,frequently,1798,large,1,21,7,16,No,['Glass'],"['Stove', 'Oven', 'Grill', 'Airfryer']",1871,397.339,66.417868,291.560458,66.634,1049.0486740000001
normal,female,pescatarian,less frequently,electricity,walk/bicycle,,never,185,very frequently,13,extra large,6,13,42,23,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2405,769.6460000000001,175.96397,10.01164900000002,262.3419999999999,1187.036381
obese,female,omnivore,less frequently,electricity,private,hybrid,often,196,very frequently,4296,extra large,7,20,1,10,Sometimes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Grill', 'Airfryer']",4069,1468.783104,275.362352,-23.78210999999998,624.0600000000001,1724.5766539999995
overweight,female,vegan,more frequently,natural gas,private,hybrid,never,207,very frequently,7436,small,6,18,47,12,Sometimes,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",3908,1977.930964,123.71673399999999,230.52203199999997,167.207,1408.6232700000005
normal,female,pescatarian,daily,coal,private,petrol,often,67,rarely,911,medium,5,3,13,5,Sometimes,"['Paper', 'Metal']",[],1470,-9.678289000000007,68.140054,237.940803,64.08399999999992,1109.5134320000002
underweight,female,vegetarian,daily,electricity,private,petrol,often,288,frequently,4081,large,6,24,48,3,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",3231,1615.818881,225.412456,-19.432524999999977,343.013,1066.188188
normal,female,pescatarian,daily,natural gas,walk/bicycle,,sometimes,110,never,15,large,1,8,47,0,No,[],"['Stove', 'Oven', 'Microwave']",1323,-534.309,107.43182,124.603448,149.792,1475.481732
obese,male,vegetarian,twice a day,wood,public,,often,51,rarely,479,large,4,13,50,17,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2321,-268.78,8.850862,229.50538699999998,118.31699999999995,2233.1067510000003
overweight,female,omnivore,less frequently,coal,private,diesel,often,73,frequently,8099,extra large,5,3,24,3,Sometimes,"['Plastic', 'Glass', 'Metal']",['Stove'],4112,2099.176084,162.969626,239.975049,322.19,1287.6892409999996
underweight,female,vegetarian,less frequently,coal,public,,sometimes,79,never,1791,extra large,1,2,34,16,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1058,-246.59799999999996,34.436198,352.18264400000004,-67.53500000000003,985.514158
underweight,male,pescatarian,less frequently,natural gas,public,,never,233,very frequently,1976,small,2,9,44,3,No,"['Paper', 'Metal']","['Stove', 'Grill', 'Airfryer']",2585,1087.0900000000001,219.824546,118.022885,-299.692,1459.7545689999997
obese,male,vegan,less frequently,wood,walk/bicycle,,sometimes,291,rarely,34,medium,6,19,13,4,Sometimes,[],['Oven'],1944,-344.86199999999997,200.47274199999998,107.367322,425.802,1555.219936
obese,female,pescatarian,more frequently,wood,private,petrol,never,269,never,7047,small,5,1,26,0,Sometimes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",4122,2066.858647,252.719978,137.212306,31.101999999999975,1634.1070690000001
obese,female,vegan,less frequently,coal,public,,often,110,very frequently,1717,extra large,6,12,2,14,Yes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3314,1045.909,35.08181999999999,325.70994999999994,404.79699999999997,1502.50223
overweight,female,vegetarian,more frequently,natural gas,private,electric,sometimes,255,never,5776,small,2,19,28,20,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],967,-527.5709439999999,195.25831,223.11035399999997,-442.332,1518.5342799999999
normal,male,pescatarian,daily,natural gas,private,hybrid,sometimes,149,very frequently,7294,medium,3,21,6,5,Yes,"['Paper', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",3164,1954.905806,143.068538,131.979311,-101.13000000000002,1035.1763449999999
underweight,male,pescatarian,more frequently,wood,walk/bicycle,,sometimes,293,never,27,medium,6,15,22,2,No,"['Glass', 'Metal']","['Oven', 'Microwave']",1361,-532.401,274.650266,172.10734399999998,205.988,1240.65539
overweight,female,pescatarian,twice a day,electricity,walk/bicycle,,often,172,frequently,3,extra large,7,19,17,12,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",2241,106.607,164.085064,-43.16066199999998,428.107,1585.361598
overweight,male,pescatarian,more frequently,natural gas,private,petrol,sometimes,238,frequently,6841,medium,5,17,25,9,No,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",5371,2633.709641,224.393356,208.107595,147.05699999999996,2157.7324080000003
overweight,female,pescatarian,less frequently,electricity,walk/bicycle,,often,120,very frequently,8,medium,7,9,9,2,Sometimes,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2337,768.8510000000001,116.56944,-141.269492,365.95399999999995,1226.8950519999999
overweight,female,pescatarian,more frequently,wood,private,petrol,sometimes,173,frequently,1033,small,2,11,29,8,No,['Glass'],"['Stove', 'Microwave']",2271,491.713433,164.998826,186.82338199999995,-103.73899999999999,1531.203359
normal,female,vegetarian,more frequently,electricity,walk/bicycle,,often,272,rarely,55,extra large,6,16,9,23,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1436,-341.52299999999997,210.792264,76.87556700000002,262.3419999999999,1227.513169
obese,male,vegetarian,twice a day,electricity,walk/bicycle,,never,99,frequently,45,extra large,6,20,50,14,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2977,113.285,52.711437999999994,16.728398000000034,404.9819999999999,2389.293164
obese,female,pescatarian,less frequently,electricity,public,,often,259,very frequently,712,extra large,6,14,4,6,No,"['Paper', 'Plastic']","['Stove', 'Grill', 'Airfryer']",2977,886.114,243.582358,-75.62045399999998,482.15599999999995,1440.7680959999998
underweight,male,vegan,twice a day,coal,private,electric,sometimes,143,never,6911,small,6,18,40,9,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1502,-526.6845089999999,65.235966,414.607901,84.23399999999997,1464.606642
overweight,male,omnivore,less frequently,coal,public,,often,277,never,328,extra large,3,18,13,7,Yes,"['Plastic', 'Glass', 'Metal']",[],1843,-479.215,349.377074,247.19714699999997,156.97599999999994,1568.6647790000002
underweight,female,vegetarian,twice a day,natural gas,walk/bicycle,,sometimes,214,rarely,43,medium,1,12,26,20,Yes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",1114,-343.431,157.79406799999998,197.64521199999996,-123.88900000000001,1225.88072
normal,male,vegetarian,more frequently,wood,public,,never,233,never,1437,extra large,4,18,50,20,Yes,"['Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1989,-302.88399999999996,175.155546,229.500048,322.74100000000004,1564.487406
obese,female,vegetarian,less frequently,coal,walk/bicycle,,often,214,never,36,extra large,4,23,13,3,Sometimes,"['Plastic', 'Metal']","['Oven', 'Microwave']",1640,-530.9699999999999,157.79406799999998,317.01616900000005,322.74100000000004,1373.418763
obese,male,pescatarian,less frequently,wood,public,,often,119,very frequently,988,large,1,5,24,16,Yes,"['Plastic', 'Metal']",['Stove'],2874,929.998,115.65567800000001,108.468562,-46.346000000000004,1766.2237599999999
underweight,female,vegan,twice a day,electricity,walk/bicycle,,sometimes,128,never,90,small,3,19,18,8,Yes,['Metal'],"['Stove', 'Oven']",615,-522.384,51.52953599999999,-71.65816999999998,-74.63,1232.1426339999998
underweight,female,omnivore,more frequently,natural gas,private,electric,sometimes,253,rarely,9421,large,6,0,2,16,Yes,['Plastic'],['Stove'],1492,-338.29819899999995,327.446786,131.86103200000002,503.345,867.6453809999999
normal,female,vegetarian,twice a day,natural gas,public,,sometimes,284,frequently,225,medium,3,1,0,23,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1246,147.232,221.75740799999997,174.71697699999999,-243.77000000000004,946.063615
underweight,female,vegan,less frequently,electricity,private,electric,often,55,frequently,1342,small,5,12,49,9,Yes,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",1442,111.790102,-15.175090000000004,-151.97193499999997,-52.056000000000026,1549.412923
obese,female,vegetarian,more frequently,coal,public,,never,108,very frequently,1310,extra large,4,5,50,2,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3590,981.196,60.935296,403.402284,322.74100000000004,1821.72542
underweight,male,pescatarian,more frequently,electricity,public,,sometimes,64,never,1852,large,5,15,36,4,No,"['Paper', 'Plastic']","['Stove', 'Oven']",1369,-236.89899999999994,65.398768,-33.17990199999999,278.283,1295.3971339999998
obese,male,vegetarian,daily,wood,private,petrol,sometimes,187,frequently,2264,large,6,18,6,9,No,[],"['Oven', 'Microwave']",3494,945.707464,133.122494,195.22590099999996,562.827,1657.117141
overweight,male,omnivore,twice a day,coal,public,,never,120,never,1616,large,6,0,29,7,Yes,"['Glass', 'Metal']","['Stove', 'Oven']",2030,-274.42299999999994,205.91644,306.98163900000003,343.013,1448.5119209999998
overweight,male,vegan,twice a day,wood,public,,often,122,frequently,949,medium,1,13,9,14,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],1452,262.34799999999996,46.04696399999999,179.65725600000002,-408.98400000000004,1372.9317800000001
overweight,male,vegan,twice a day,natural gas,private,petrol,often,173,rarely,4098,medium,4,17,30,5,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",3075,1165.690498,92.648826,139.42808699999998,-101.68100000000005,1778.913589
overweight,male,vegan,less frequently,coal,private,electric,sometimes,93,never,6476,medium,7,20,21,6,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1576,-527.024244,19.547866,357.702382,288.59499999999997,1437.178996
underweight,female,vegan,more frequently,electricity,public,,sometimes,202,frequently,24,large,7,13,27,8,Yes,"['Paper', 'Plastic']",['Microwave'],1774,115.273,119.147924,-136.188006,443.49699999999996,1232.270082
normal,female,vegetarian,twice a day,electricity,walk/bicycle,,sometimes,202,never,26,large,2,20,2,0,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",489,-532.56,146.828924,-94.14687999999998,12.58499999999998,956.292956
obese,female,vegan,less frequently,electricity,private,diesel,sometimes,76,very frequently,6698,extra large,3,21,36,16,Yes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",4543,2416.657168,4.013911999999991,-80.24654199999996,293.63199999999995,1908.9434619999997
obese,female,vegetarian,twice a day,wood,walk/bicycle,,sometimes,54,frequently,98,extra large,5,13,44,18,No,"['Paper', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2636,121.71199999999999,11.592148000000002,260.912764,322.37499999999994,1919.4080880000001
underweight,male,vegan,daily,coal,walk/bicycle,,never,155,rarely,76,extra large,3,2,11,2,No,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1433,-338.18399999999997,76.20110999999999,351.922366,216.45799999999997,1126.602524
underweight,male,vegetarian,less frequently,natural gas,walk/bicycle,,never,249,rarely,69,medium,1,5,10,4,Sometimes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",864,-339.29699999999997,189.775738,64.80203800000001,-207.04700000000003,1155.766224
obese,female,vegetarian,less frequently,wood,walk/bicycle,,sometimes,111,never,90,large,6,1,0,1,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",1029,-522.384,63.676582,45.986683000000006,283.71599999999995,1158.004735
overweight,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,144,never,31,large,3,4,2,17,Sometimes,"['Paper', 'Glass']",['Microwave'],608,-531.765,93.830728,-95.882367,89.39299999999996,1052.423639
obese,female,vegetarian,twice a day,wood,walk/bicycle,,often,209,frequently,13,large,4,13,7,22,Sometimes,"['Paper', 'Metal']",[],2016,108.197,153.225258,211.03027199999997,118.50199999999998,1425.04547
underweight,male,vegetarian,daily,natural gas,public,,sometimes,220,never,325,extra large,2,22,26,9,Yes,[],"['Stove', 'Oven', 'Microwave']",1421,-479.69199999999995,163.27664,155.473125,353.66499999999996,1228.277235
overweight,male,vegan,less frequently,natural gas,private,electric,often,191,frequently,5831,extra large,4,19,30,11,Yes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",2364,115.29601100000002,109.09654199999999,153.097961,233.784,1752.725486
obese,male,vegan,daily,wood,walk/bicycle,,never,266,rarely,95,small,6,4,48,18,No,['Paper'],['Oven'],2259,-335.16299999999995,177.628692,215.19100999999998,167.39199999999997,2033.951298
underweight,male,omnivore,more frequently,coal,walk/bicycle,,often,273,very frequently,85,medium,5,8,12,4,No,"['Paper', 'Glass']","['Oven', 'Grill', 'Airfryer']",2794,781.094,345.72202599999997,389.15595599999995,117.58199999999992,1160.446018
underweight,female,omnivore,twice a day,coal,walk/bicycle,,never,162,never,30,medium,6,22,27,24,Sometimes,['Metal'],['Microwave'],1570,-531.924,244.294444,454.19378000000006,289.146,1114.2897759999998
normal,female,omnivore,more frequently,natural gas,walk/bicycle,,never,166,never,5,medium,5,8,15,22,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1236,-535.899,247.94949200000002,294.333742,147.05699999999996,1082.558766
obese,female,pescatarian,daily,natural gas,private,electric,never,173,very frequently,5177,medium,6,2,1,24,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",2404,776.234237,164.998826,281.01866000000007,146.50600000000003,1035.2422769999998
obese,female,vegan,more frequently,electricity,private,diesel,often,86,never,1625,medium,6,6,1,8,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1130,-133.11849999999998,13.151531999999989,-16.37914799999998,4.050999999999988,1262.295116
overweight,female,omnivore,daily,natural gas,walk/bicycle,,often,163,never,24,medium,6,21,4,15,No,"['Plastic', 'Metal']",['Oven'],1310,-532.8779999999999,245.20820600000002,227.257081,229.66400000000004,1140.748713
normal,female,vegetarian,more frequently,natural gas,private,lpg,never,132,rarely,899,extra large,1,20,11,0,Yes,"['Plastic', 'Glass']",[],1025,-98.76273100000003,82.86558399999998,40.81512,128.418,871.664027
obese,male,vegan,more frequently,coal,walk/bicycle,,sometimes,214,frequently,57,extra large,2,16,27,16,No,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2910,115.193,130.113068,519.696928,353.66499999999996,1791.332004
overweight,male,vegetarian,more frequently,electricity,public,,sometimes,133,frequently,809,small,4,20,39,23,No,[],"['Stove', 'Oven', 'Microwave']",2315,240.088,83.779346,124.482791,144.633,1722.0168629999998
overweight,female,vegan,twice a day,wood,public,,often,270,never,1927,large,3,22,43,20,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1672,-224.97399999999993,181.28373999999997,295.62927199999996,-23.587000000000046,1443.6479880000002
normal,female,vegan,more frequently,natural gas,private,diesel,never,134,rarely,4601,extra large,2,9,2,14,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1908,783.9631160000001,57.012108,249.925032,128.05199999999996,689.047744
normal,female,pescatarian,twice a day,electricity,walk/bicycle,,often,130,frequently,96,large,7,17,4,21,Yes,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1767,121.39399999999999,125.70706,59.31411900000004,502.794,957.790821
obese,female,vegan,daily,electricity,private,hybrid,never,146,very frequently,9467,medium,5,20,2,7,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",3519,2307.255583,67.97725199999998,-95.21924100000001,206.53899999999993,1032.4474060000002
obese,male,pescatarian,less frequently,electricity,public,,often,202,frequently,41,extra large,5,12,1,15,No,"['Glass', 'Metal']",['Microwave'],2276,117.976,191.497924,-64.87567299999999,381.67199999999997,1649.729749
normal,male,vegan,twice a day,natural gas,public,,sometimes,254,very frequently,111,small,6,13,0,18,No,['Paper'],['Microwave'],2273,790.5550000000001,166.663548,220.016764,167.39199999999997,928.3726879999999
normal,female,vegan,twice a day,natural gas,public,,never,245,frequently,1974,small,1,17,44,0,Yes,['Metal'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1685,425.323,158.43968999999998,92.92120200000001,-239.844,1248.160108
underweight,male,pescatarian,more frequently,natural gas,walk/bicycle,,often,250,very frequently,53,extra large,1,4,12,17,No,['Plastic'],"['Stove', 'Oven', 'Microwave']",2647,776.0060000000001,235.3585,270.04163300000005,211.576,1154.0178669999998
overweight,female,vegan,twice a day,wood,public,,sometimes,52,very frequently,100,large,4,7,19,10,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",2232,788.806,-17.916376000000007,165.064912,-24.13800000000002,1320.1834640000002
underweight,male,omnivore,less frequently,natural gas,private,petrol,often,262,rarely,8441,medium,4,6,17,13,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Grill', 'Airfryer']",4334,2767.3932409999998,335.670644,146.813737,-24.507000000000048,1108.6293780000005
obese,female,vegetarian,daily,electricity,private,lpg,never,128,very frequently,2425,small,5,9,14,7,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2540,1438.171175,79.21053599999999,-104.35260699999999,-194.51100000000002,1321.481896
obese,male,pescatarian,twice a day,coal,private,lpg,often,176,rarely,5755,medium,4,7,5,16,No,['Glass'],"['Grill', 'Airfryer']",3934,1234.8454049999998,167.740112,418.838174,177.42999999999995,1935.1463090000002
underweight,female,vegan,twice a day,coal,public,,never,279,frequently,691,large,4,3,32,4,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1976,221.326,189.50759799999997,368.18342600000005,195.676,1001.3069760000001
obese,male,omnivore,less frequently,natural gas,public,,often,178,very frequently,1019,medium,4,15,10,9,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",2853,934.9270000000001,258.914636,92.62898300000002,-161.16300000000007,1727.6923809999998
obese,female,pescatarian,daily,electricity,walk/bicycle,,often,115,frequently,65,small,2,14,42,9,Sometimes,"['Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",1819,116.465,112.00063,-61.759322999999995,-240.39499999999998,1892.688693
obese,male,vegetarian,less frequently,electricity,walk/bicycle,,often,249,rarely,81,small,3,20,4,22,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",1009,-337.38899999999995,189.775738,73.982414,-359.725,1442.355848
overweight,female,vegetarian,more frequently,wood,public,,sometimes,237,rarely,1821,medium,3,19,47,3,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1690,-55.40199999999999,178.81059399999998,170.216945,-101.31500000000001,1497.689461
underweight,female,vegan,more frequently,wood,private,hybrid,sometimes,263,frequently,7530,medium,4,23,41,13,Yes,"['Plastic', 'Glass']",['Stove'],2867,1331.7239699999998,174.887406,174.18093900000002,117.94799999999996,1068.2596850000002
obese,female,vegan,less frequently,coal,private,diesel,never,188,very frequently,8594,large,1,2,10,1,No,"['Glass', 'Metal']",['Oven'],4502,2882.1555040000003,106.35525599999998,276.78298900000004,-70.022,1306.7282509999995
overweight,male,vegetarian,twice a day,natural gas,public,,often,139,rarely,727,medium,4,4,14,15,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",1791,-229.34799999999996,89.26191800000001,164.51687900000002,117.94799999999996,1648.621203
